City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
543,Metro,-5.1131,105.3067,72.93,96,74,4.21,ID,2022-02-02 23:06:05,broken clouds
544,Lieksa,63.3167,30.0167,-0.65,100,82,2.8,FI,2022-02-02 23:06:06,broken clouds
545,Shasta Lake,40.6804,-122.3708,58.93,33,35,1.01,US,2022-02-02 23:06:06,scattered clouds
546,Yafran,32.0633,12.5286,47.41,62,96,19.15,LY,2022-02-02 23:06:06,overcast clouds
547,Fengkou,30.0833,113.2667,35.51,85,99,5.57,CN,2022-02-02 23:06:07,overcast clouds
548,Kodinsk,58.6881,99.1844,0.46,99,100,2.59,RU,2022-02-02 23:06:07,overcast clouds
549,Kupang,-10.1667,123.5833,79.12,83,99,9.08,ID,2022-02-02 23:04:53,overcast clouds
550,Kropotkin,45.4375,40.5756,36.21,87,99,7.43,RU,2022-02-02 23:06:08,overcast clouds
551,Petropavlovsk-Kamchatskiy,53.0452,158.6483,25.39,80,75,4.47,RU,2022-02-02 23:05:16,broken clouds
552,Wamba,8.9333,8.6,73.36,21,2,4.14,NG,2022-02-02 23:06:08,clear sky
553,Lillooet,50.6856,-121.942,30.2,92,100,4.88,CA,2022-02-02 23:06:09,snow
554,Tabou,4.423,-7.3528,79.0,81,68,8.05,CI,2022-02-02 23:02:54,broken clouds
555,Marawi,7.9986,124.2928,66.65,87,99,1.57,PH,2022-02-02 23:06:09,overcast clouds
556,Burley,42.5357,-113.7928,22.3,73,0,9.22,US,2022-02-02 23:07:10,clear sky
557,Shimoda,34.6667,138.95,43.11,61,48,21.54,JP,2022-02-02 23:07:10,scattered clouds
558,Noshiro,40.2039,140.0242,32.38,55,100,17.05,JP,2022-02-02 23:07:11,overcast clouds
559,Belmonte,-15.8631,-38.8828,81.1,81,100,6.4,BR,2022-02-02 23:07:11,overcast clouds
560,Salalah,17.0151,54.0924,77.09,22,0,6.91,OM,2022-02-02 23:07:11,clear sky
561,Tracy,37.7397,-121.4252,64.15,28,7,7.0,US,2022-02-02 23:05:59,clear sky
562,Kamenka,51.3223,42.7678,31.75,99,100,5.14,RU,2022-02-02 23:07:12,light snow
563,Doka,13.5167,35.7667,79.41,34,58,14.0,SD,2022-02-02 23:07:12,broken clouds
564,Adrar,20.5022,-10.0711,68.94,21,67,11.1,MR,2022-02-02 23:02:19,broken clouds
565,Kijang,35.2442,129.2139,33.06,48,98,5.55,KR,2022-02-02 23:07:13,overcast clouds
566,Cradock,-32.1642,25.6192,72.84,81,91,3.6,ZA,2022-02-02 23:07:13,light rain
567,Kangavar,34.5043,47.9653,32.41,66,91,1.41,IR,2022-02-02 23:07:14,overcast clouds
568,Namie,37.4833,141.0,34.72,63,61,3.69,JP,2022-02-02 23:07:14,broken clouds
569,Saravena,6.9538,-71.8752,85.01,35,79,0.43,CO,2022-02-02 23:07:14,broken clouds
570,Vilyuysk,63.7553,121.6247,-16.64,98,100,5.64,RU,2022-02-02 23:07:15,overcast clouds
571,Mandali,33.7499,45.5541,50.58,49,93,2.13,IQ,2022-02-02 23:07:15,overcast clouds
572,Kapoeta,4.7717,33.5903,84.16,29,100,4.41,SS,2022-02-02 23:07:16,overcast clouds
573,Jinchang,38.4953,102.1739,17.83,38,42,4.12,CN,2022-02-02 23:07:16,scattered clouds
574,Itamaraca,-7.7478,-34.8256,83.08,72,52,11.16,BR,2022-02-02 23:07:16,broken clouds
575,Kihurio,-4.4667,38.0667,71.06,93,100,4.29,TZ,2022-02-02 23:07:17,overcast clouds
576,Moose Factory,51.2585,-80.6094,-15.05,94,95,3.02,CA,2022-02-02 23:07:17,overcast clouds
577,Rennes,48.1667,-1.6667,45.57,87,100,3.44,FR,2022-02-02 23:07:18,overcast clouds
578,Honningsvag,70.9821,25.9704,27.7,72,92,10.4,NO,2022-02-02 23:07:18,overcast clouds
579,Aswan,24.0934,32.907,59.76,38,0,7.11,EG,2022-02-02 23:07:18,clear sky
580,Kvitok,56.0724,98.4813,-2.67,99,96,2.13,RU,2022-02-02 23:07:19,overcast clouds
581,Ovalle,-30.5983,-71.2003,75.99,45,0,6.64,CL,2022-02-02 23:07:19,clear sky
582,Jalu,29.0331,21.5482,52.39,59,45,16.71,LY,2022-02-02 23:07:19,scattered clouds
583,Huarmey,-10.0681,-78.1522,73.87,74,63,11.9,PE,2022-02-02 23:03:06,broken clouds
584,Manokwari,-0.8667,134.0833,78.26,77,97,0.69,ID,2022-02-02 23:07:20,overcast clouds
585,Powell River,49.8496,-124.5361,36.28,93,100,3.44,CA,2022-02-02 23:07:20,mist
586,Jacareacanga,-6.2222,-57.7528,74.82,97,97,2.24,BR,2022-02-02 23:04:27,overcast clouds
587,Taltal,-25.4,-70.4833,69.26,72,20,6.6,CL,2022-02-02 23:07:21,few clouds
588,Flin Flon,54.7682,-101.865,-8.77,86,11,8.68,CA,2022-02-02 23:07:21,few clouds
589,Buta,2.7858,24.73,74.25,55,87,1.07,CD,2022-02-02 23:07:22,overcast clouds
590,Oksovskiy,62.6062,39.8984,9.43,98,100,1.3,RU,2022-02-02 23:07:22,overcast clouds
591,Astrea,9.4983,-73.9759,87.93,38,32,5.57,CO,2022-02-02 23:07:23,scattered clouds
592,Aguimes,27.9054,-15.4461,68.63,53,20,26.46,ES,2022-02-02 23:07:23,few clouds
593,Nouadhibou,20.931,-17.0347,67.21,74,1,17.81,MR,2022-02-02 23:07:23,clear sky
594,Gold Coast,-28.0,153.4333,83.34,88,98,5.99,AU,2022-02-02 23:07:24,overcast clouds
595,Ancud,-41.8697,-73.8203,67.23,78,96,5.59,CL,2022-02-02 23:07:24,overcast clouds
596,Akdepe,42.0551,59.3788,33.8,76,0,9.75,TM,2022-02-02 23:07:25,clear sky
597,Chimbote,-9.0853,-78.5783,73.2,73,41,12.44,PE,2022-02-02 23:07:25,scattered clouds
598,Odweyne,9.4092,45.064,66.52,45,55,12.28,SO,2022-02-02 23:07:25,broken clouds
599,Brattleboro,42.8509,-72.5579,42.98,88,99,1.01,US,2022-02-02 23:07:26,overcast clouds
600,Tabas,33.5959,56.9244,44.69,44,0,0.81,IR,2022-02-02 23:07:27,clear sky
601,Coahuayana,18.7333,-103.6833,85.48,42,0,6.49,MX,2022-02-02 23:06:29,clear sky
602,Swift Current,50.2834,-107.8014,-12.48,93,49,7.47,CA,2022-02-02 23:08:27,scattered clouds
603,Yatsushiro,32.5,130.6,37.18,78,100,5.64,JP,2022-02-02 23:08:28,overcast clouds
604,Dzhebariki-Khaya,62.2167,135.8,-33.86,99,100,1.19,RU,2022-02-02 23:08:28,overcast clouds
605,Sanmenxia,34.7747,111.1814,30.9,64,94,3.87,CN,2022-02-02 23:05:00,overcast clouds
606,Waddan,29.1614,16.139,47.44,60,17,12.3,LY,2022-02-02 23:08:29,few clouds
607,Zhatay,62.1594,129.8294,-34.55,67,0,0.0,RU,2022-02-02 23:08:29,clear sky
608,Clonakilty,51.6231,-8.8706,46.09,88,100,10.92,IE,2022-02-02 23:08:29,overcast clouds
609,Mariestad,58.7097,13.8237,24.51,94,32,4.27,SE,2022-02-02 23:08:30,scattered clouds
610,Lesnoy,57.6198,63.0784,10.09,96,88,5.41,RU,2022-02-02 23:08:30,overcast clouds
611,Teguise,29.0605,-13.564,70.02,28,0,4.61,ES,2022-02-02 23:08:31,clear sky
612,Rio Grande,-32.035,-52.0986,74.12,84,0,19.13,BR,2022-02-02 23:08:27,clear sky
613,Chernukha,55.5974,43.7556,8.17,98,98,2.59,RU,2022-02-02 23:08:31,overcast clouds
614,Sisimiut,66.9395,-53.6735,0.07,79,100,19.93,GL,2022-02-02 23:08:32,overcast clouds
615,Port-Gentil,-0.7193,8.7815,80.71,78,22,10.67,GA,2022-02-02 23:06:10,few clouds
616,Alghero,40.5589,8.3181,50.99,100,40,2.3,IT,2022-02-02 23:08:32,scattered clouds
617,Jaranwala,31.3333,73.4333,53.98,70,97,9.95,PK,2022-02-02 23:06:32,overcast clouds
618,Pangody,65.85,74.4859,-2.07,95,97,14.67,RU,2022-02-02 23:08:33,overcast clouds
619,Port Hedland,-20.3167,118.5667,78.85,100,97,5.75,AU,2022-02-02 23:06:27,overcast clouds
620,Mpika,-11.8343,31.4529,61.34,97,71,2.42,ZM,2022-02-02 23:08:33,moderate rain
621,Hasaki,35.7333,140.8333,27.0,52,44,12.08,JP,2022-02-02 23:08:34,scattered clouds
622,Aketi,2.7388,23.7833,75.52,56,100,1.54,CD,2022-02-02 23:08:34,overcast clouds
623,Northam,51.0333,-4.2167,47.91,93,100,9.46,GB,2022-02-02 23:08:34,overcast clouds
624,Weligama,5.9667,80.4167,70.84,88,4,5.35,LK,2022-02-02 23:08:35,clear sky
625,Huanuni,-18.2667,-66.85,46.89,66,89,4.03,BO,2022-02-02 23:08:35,light rain
626,Inongo,-1.95,18.2667,74.8,74,99,3.53,CD,2022-02-02 23:05:20,overcast clouds
627,Oshakati,-17.7833,15.6833,74.75,41,37,16.84,NA,2022-02-02 23:08:36,scattered clouds
628,Praia Da Vitoria,38.7333,-27.0667,57.76,82,30,7.02,PT,2022-02-02 23:08:36,scattered clouds
629,Kenai,60.5544,-151.2583,23.02,79,0,8.05,US,2022-02-02 23:08:37,clear sky
630,Sungaipenuh,-2.0833,101.3833,64.74,95,95,3.6,ID,2022-02-02 23:08:37,overcast clouds
631,Laon,49.5667,3.6667,48.45,93,100,5.12,FR,2022-02-02 23:08:37,overcast clouds
632,Sao Filipe,14.8961,-24.4956,75.49,65,3,14.38,CV,2022-02-02 23:08:38,clear sky
633,Kanniyakumari,8.0833,77.5667,75.18,66,6,12.84,IN,2022-02-02 23:08:38,clear sky
634,Thunder Bay,48.4001,-89.3168,0.55,54,62,5.01,CA,2022-02-02 23:08:39,broken clouds
635,Bandarbeyla,9.4942,50.8122,74.62,73,15,16.71,SO,2022-02-02 23:08:39,few clouds
636,Grand Gaube,-20.0064,57.6608,80.38,82,100,18.01,MU,2022-02-02 23:08:39,overcast clouds
637,Kamaishi,39.2667,141.8833,25.75,60,14,9.69,JP,2022-02-02 23:08:40,few clouds
638,Korla,41.7597,86.1469,22.39,58,11,6.26,CN,2022-02-02 23:08:40,few clouds
639,Mazamari,-11.3258,-74.5308,73.54,90,85,1.72,PE,2022-02-02 23:08:41,overcast clouds
640,Liezen,47.5667,14.2333,37.94,95,100,6.35,AT,2022-02-02 23:08:41,overcast clouds
641,Pitimbu,-7.4706,-34.8086,82.99,71,39,12.93,BR,2022-02-02 23:08:41,scattered clouds
642,Englewood,39.6478,-104.9878,18.99,78,100,3.0,US,2022-02-02 23:07:48,mist
643,Mangai,-4.05,19.5333,72.14,92,98,1.12,CD,2022-02-02 23:08:42,light rain
644,Alice Springs,-23.7,133.8833,67.55,77,75,13.8,AU,2022-02-02 23:07:47,broken clouds
645,Great Yarmouth,52.6083,1.7305,48.22,93,100,9.15,GB,2022-02-02 23:08:42,overcast clouds
646,Mahibadhoo,3.7833,72.9667,81.82,71,4,9.33,MV,2022-02-02 23:08:04,clear sky
647,Saint-Joseph,-21.3667,55.6167,79.18,93,100,34.27,RE,2022-02-02 23:08:43,heavy intensity rain
648,Batagay-Alyta,67.8006,130.4114,-25.6,99,62,3.74,RU,2022-02-02 23:07:37,broken clouds
649,Kipini,-2.5257,40.5262,79.09,91,100,8.05,KE,2022-02-02 23:09:43,overcast clouds
650,Mitu,1.1983,-70.1733,78.37,69,96,2.55,CO,2022-02-02 23:09:44,overcast clouds
651,Paamiut,61.994,-49.6678,9.64,62,100,17.83,GL,2022-02-02 23:05:33,overcast clouds
652,Marshall,34.3834,-86.3333,53.94,79,100,1.01,US,2022-02-02 23:09:45,overcast clouds
653,San Rafael,-34.6177,-68.3301,78.48,48,22,7.16,AR,2022-02-02 23:06:08,light rain
654,Galle,6.0367,80.217,72.79,84,16,3.67,LK,2022-02-02 23:09:45,few clouds
655,Catuday,16.2923,119.8062,74.41,75,6,13.04,PH,2022-02-02 23:09:45,clear sky
656,Lashio,22.9333,97.75,42.93,83,0,2.01,MM,2022-02-02 23:08:07,clear sky
657,Eydhafushi,5.1033,73.0708,81.25,70,37,9.08,MV,2022-02-02 23:09:46,scattered clouds
658,Kamina,-8.7386,24.9906,62.89,98,100,2.53,CD,2022-02-02 23:09:46,light rain
659,Macusani,-14.0833,-70.4333,42.64,84,97,5.14,PE,2022-02-02 23:09:47,overcast clouds
660,Praya,14.9215,-23.5087,71.53,82,2,13.98,CV,2022-02-02 23:09:47,clear sky
661,Tighina,46.8306,29.4711,25.57,69,100,1.52,MD,2022-02-02 23:09:48,overcast clouds
662,Little Rock,34.7465,-92.2896,42.33,90,100,11.01,US,2022-02-02 23:07:49,overcast clouds
663,Omboue,-1.5746,9.2618,77.67,86,86,5.61,GA,2022-02-02 23:07:46,light rain
664,Ascension,30.2169,-90.9001,77.0,71,75,4.61,US,2022-02-02 23:09:49,broken clouds
665,Kahta,37.7855,38.6237,42.17,90,100,4.99,TR,2022-02-02 23:09:49,overcast clouds
666,Bodaybo,57.8506,114.1933,-23.24,100,98,1.36,RU,2022-02-02 23:09:50,overcast clouds
667,Storforshei,66.4043,14.5233,8.92,88,100,6.44,NO,2022-02-02 23:09:50,overcast clouds
668,Miyako,39.6367,141.9525,32.18,49,2,6.58,JP,2022-02-02 23:09:50,clear sky
669,Mount Isa,-20.7333,139.5,80.37,78,75,9.22,AU,2022-02-02 23:09:51,light rain
670,Liling,27.6667,113.5,36.73,96,100,1.7,CN,2022-02-02 23:05:12,overcast clouds
671,Salatiga,-7.3319,110.4928,70.39,90,99,2.37,ID,2022-02-02 23:09:51,overcast clouds
672,Tumut,-35.3,148.2167,66.24,53,29,4.03,AU,2022-02-02 23:09:52,scattered clouds
673,Miri,4.4148,114.0089,75.07,94,86,3.56,MY,2022-02-02 23:09:52,overcast clouds
674,Jaguaruana,-4.8339,-37.7811,79.65,79,40,8.57,BR,2022-02-02 23:09:52,scattered clouds
675,Gainesville,29.6516,-82.3248,73.67,56,0,6.91,US,2022-02-02 23:09:14,clear sky
676,Batemans Bay,-35.7167,150.1833,66.99,50,10,8.68,AU,2022-02-02 23:07:20,clear sky
677,Oksfjord,70.2396,22.3479,16.72,92,79,10.63,NO,2022-02-02 23:09:53,broken clouds
678,Kristinehamn,59.3098,14.1081,28.38,91,58,2.89,SE,2022-02-02 23:09:53,broken clouds
679,Novoagansk,61.9449,76.6625,18.73,92,100,10.02,RU,2022-02-02 23:09:54,overcast clouds
680,Mata Grande,-9.1175,-37.7322,79.27,52,20,13.35,BR,2022-02-02 23:09:02,few clouds
681,Jackson,42.4165,-122.8345,52.14,52,0,0.0,US,2022-02-02 23:06:57,clear sky
682,Kholodnyy,62.7167,147.95,-9.04,97,100,4.76,RU,2022-02-02 23:09:54,overcast clouds
683,Garden City,42.3256,-83.331,30.2,94,100,13.8,US,2022-02-02 23:09:55,snow
684,Balabac,7.9868,117.0645,80.24,81,82,14.81,PH,2022-02-02 23:09:55,broken clouds
685,Nabire,-3.3667,135.4833,77.59,85,100,2.1,ID,2022-02-02 23:09:56,overcast clouds
686,Teruel,40.6667,-0.6667,44.56,27,0,4.41,ES,2022-02-02 23:09:56,clear sky
687,Honiara,-9.4333,159.95,83.64,78,100,6.29,SB,2022-02-02 23:08:49,overcast clouds
688,Druzhba,52.0428,33.9453,21.67,97,100,6.49,UA,2022-02-02 23:09:57,overcast clouds
689,College,64.8569,-147.8028,-6.14,69,20,0.0,US,2022-02-02 23:09:57,few clouds
690,Lahaina,20.8783,-156.6825,83.44,72,0,2.75,US,2022-02-02 23:09:57,clear sky
691,Araguari,-18.6472,-48.1872,68.31,88,100,3.69,BR,2022-02-02 23:09:58,light rain
692,Tapes,-30.6733,-51.3958,76.26,83,0,16.53,BR,2022-02-02 23:09:58,clear sky
693,Ekimchan,53.0667,132.9667,-27.18,99,27,3.24,RU,2022-02-02 23:09:59,scattered clouds
694,Sabang,5.8933,95.3214,80.26,79,42,9.57,ID,2022-02-02 23:10:59,scattered clouds
695,Nago,26.5881,127.9761,69.87,89,66,8.39,JP,2022-02-02 23:10:59,broken clouds
696,Moshkovo,55.3053,83.6104,12.72,96,100,4.34,RU,2022-02-02 23:11:00,overcast clouds
697,Simpang,-1.2667,104.0833,73.58,95,73,1.59,ID,2022-02-02 23:11:00,broken clouds
698,Aksarka,66.5606,67.7975,4.51,97,100,4.23,RU,2022-02-02 23:11:01,overcast clouds
699,Boysun,38.2061,67.1986,30.42,74,79,5.82,UZ,2022-02-02 23:11:01,broken clouds
700,Skelleftea,64.7507,20.9528,10.76,66,100,4.61,SE,2022-02-02 23:11:01,overcast clouds
701,Arona,28.0996,-16.681,64.71,65,75,1.01,ES,2022-02-02 23:11:02,light rain
